path,label
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_18007.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_87439.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0100000_0109999/yplug_pre_train_0107529_51_10.mp4,0
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_24741.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_35492.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_124320.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_96830.mp4,1
D:/GenVideo/real/Kinetics/XeW5Pe87h5w_000039_000049.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0002380_54_10.mp4,0
D:/GenVideo/real/Kinetics/J7DevTZ7s2Q_000017_000027.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_37381.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0800000_0809999/yplug_pre_train_0808202_43_10.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_68747.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_1969.mp4,1
D:/GenVideo/real/Kinetics/V_LbfqA2al4_000000_000010.mp4,0
D:/GenVideo/real/Kinetics/ul3tQDvojHc_000331_000341.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_46821.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_55788.mp4,1
D:/GenVideo/real/Kinetics/kncBvFe8APM_000009_000019.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_21725.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_49176.mp4,1
D:/GenVideo/real/Kinetics/YPw6Ij9f42k_000063_000073.mp4,0
D:/GenVideo/real/Kinetics/EOIc8fJXJI4_000139_000149.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_97438.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_23418.mp4,1
D:/GenVideo/real/Kinetics/yvuMtUH98vs_000343_000353.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_35888.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_26056.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_64768.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_46854.mp4,1
D:/GenVideo/real/Kinetics/6qTlT-b6MQI_000009_000019.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_642.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_131510.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_14466.mp4,1
D:/GenVideo/real/Kinetics/WujOcw-u2nM_000035_000045.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_16147.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0100000_0109999/yplug_pre_train_0101329_46_10.mp4,0
D:/GenVideo/real/Kinetics/78KPKy5s2-4_000025_000035.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_112450.mp4,1
D:/GenVideo/real/Kinetics/6vxPOSVjr0U_000047_000057.mp4,0
D:/GenVideo/real/Kinetics/1yy5ypSglHs_000252_000262.mp4,0
D:/GenVideo/real/Kinetics/EDYJ5qAjQ48_000127_000137.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_60876.mp4,1
D:/GenVideo/real/Kinetics/iFc-LSp5NUw_000007_000017.mp4,0
D:/GenVideo/real/Kinetics/5WQBtEJP8Os_000021_000031.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_157105.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_26278.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_65141.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0800000_0809999/yplug_pre_train_0808206_34_10.mp4,0
D:/GenVideo/real/Kinetics/-BagREykXFM_000082_000092.mp4,0
D:/GenVideo/real/Kinetics/ZhbQsgSl4yw_000004_000014.mp4,0
D:/GenVideo/real/Kinetics/nR5izpMHKV4_000506_000516.mp4,0
D:/GenVideo/real/Kinetics/OV991Rh10wU_000025_000035.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_137316.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_10334.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_17834.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_118292.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_99837.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_63410.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_100413.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_68054.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_57700.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_16697.mp4,1
D:/GenVideo/real/Kinetics/ZuU_yvCbOmo_000004_000014.mp4,0
D:/GenVideo/real/Kinetics/N2UjpXET8Ww_000058_000068.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_133775.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0100000_0109999/yplug_pre_train_0107974_28_10.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_71823.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_55242.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_63450.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_7527.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_75742.mp4,1
D:/GenVideo/real/Kinetics/ClmucpFVXRA_000027_000037.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0009298_2_10.mp4,0
D:/GenVideo/real/Kinetics/Wi4r9IDwxro_000081_000091.mp4,0
D:/GenVideo/real/Kinetics/SaVRXG1_WPM_000045_000055.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_46143.mp4,1
